id,street,zip,saledate,price,bedrooms,squarefeet,lotsize,yearbuilt,condolike,latitude,longitude
40992,300 3rd Street #1403,94107,2008-10-24,329000,0,521,NA,1990,1,37.783707,-122.398948
78892,300 3rd Street #312,94107,2008-03-11,600000,1,892,NA,1990,1,37.783511,-122.398939
63885,300 3rd Street #516,94107,2008-06-18,615000,1,900,NA,1990,1,37.783511,-122.398939
70390,300 3rd Street #705,94107,2008-05-08,815000,2,1304,NA,1990,1,37.783511,-122.398939
17108,300 Beale Street #319,94105,2009-03-31,725000,0,954,NA,1937,1,37.788394,-122.392567
25236,300 Beale Street #407,94105,2009-02-02,759000,0,1397,NA,1937,1,37.7886599,-122.3927395
25236,300 Beale Street #407,94105,2009-02-02,759000,0,1397,NA,1937,1,37.7886599,-122.3927395
42812,300 Berry Street #1003,94158,2008-10-15,589500,NA,NA,NA,2008,1,37.7705073,-122.4000605
48540,300 Berry Street #1005,94158,2008-09-18,619000,NA,NA,NA,2008,1,37.7705073,-122.4000605
33538,300 Berry Street #1008,94158,2008-12-05,830000,NA,NA,NA,2008,1,37.7705073,-122.4000605
39814,300 Berry Street #1011,94158,2008-10-31,720000,NA,NA,NA,2008,1,37.775071,-122.394452
38506,300 Berry Street #103,94158,2008-11-06,638000,NA,NA,NA,2008,1,37.775071,-122.394452
42813,300 Berry Street #1103,94158,2008-10-15,599000,NA,NA,NA,2008,1,37.7705073,-122.4000605
50791,300 Berry Street #1106,94158,2008-09-05,609000,NA,NA,NA,2008,1,37.7705073,-122.4000605
45879,300 Berry Street #1107,94158,2008-09-30,609000,NA,NA,NA,2008,1,37.7705073,-122.4000605
50144,300 Berry Street #1108,94158,2008-09-09,907500,NA,NA,NA,2008,1,37.7705073,-122.4000605
39813,300 Berry Street #111,94158,2008-10-31,699000,NA,NA,NA,2008,1,37.775071,-122.394452
8600,300 Berry Street #1110,94158,2009-05-26,620000,NA,NA,NA,2008,1,37.775071,-122.394452
30117,300 Berry Street #1111,94158,2008-12-24,660000,NA,NA,NA,2008,1,37.7705073,-122.4000605
12333,300 Berry Street #1113,94158,2009-05-04,599000,NA,NA,NA,2008,1,37.7705073,-122.4000605
39810,300 Berry Street #114,94158,2008-10-31,599000,NA,NA,NA,2008,1,37.775071,-122.394452
30113,300 Berry Street #117,94158,2008-12-24,639500,NA,NA,NA,2008,1,37.776544,-122.3923446
37040,300 Berry Street #118,94158,2008-11-14,637500,NA,NA,NA,2008,1,37.775071,-122.394452
38832,300 Berry Street #1203,94158,2008-11-04,615000,NA,NA,NA,2008,1,37.775071,-122.394452
39811,300 Berry Street #1205,94158,2008-10-31,610000,NA,NA,NA,2008,1,37.775071,-122.394452
46978,300 Berry Street #1206,94158,2008-09-25,572000,NA,NA,NA,2008,1,37.7705073,-122.4000605
42814,300 Berry Street #1207,94158,2008-10-15,661500,NA,NA,NA,2008,1,37.7705073,-122.4000605
16795,300 Berry Street #1208,94158,2009-04-01,802000,NA,NA,NA,2008,1,37.775071,-122.394452
20643,300 Berry Street #1210,94158,2009-03-06,640000,NA,NA,NA,2008,1,37.7705073,-122.4000605
26249,300 Berry Street #1211,94158,2009-01-27,635000,NA,NA,NA,2008,1,37.7705073,-122.4000605
16450,300 Berry Street #1304,94158,2009-04-03,573000,NA,NA,NA,2008,1,37.775071,-122.394452
42817,300 Berry Street #1401,94158,2008-10-15,979000,NA,NA,NA,2008,1,37.7705073,-122.4000605
37038,300 Berry Street #1405,94158,2008-11-14,605000,NA,NA,NA,2008,1,37.775071,-122.394452
10640,300 Berry Street #1407,94158,2009-05-14,565000,NA,NA,NA,2008,1,37.7705073,-122.4000605
16497,300 Berry Street #1408,94158,2009-04-03,783000,NA,NA,NA,2008,1,37.775071,-122.394452
37039,300 Berry Street #1507,94158,2008-11-14,635000,NA,NA,NA,2008,1,37.775071,-122.394452
42815,300 Berry Street #1511,94158,2008-10-15,834000,NA,NA,NA,2008,1,37.7705073,-122.4000605
39812,300 Berry Street #201,94158,2008-10-31,644000,NA,NA,NA,2008,1,37.775071,-122.394452
43134,300 Berry Street #302,94158,2008-10-14,524000,NA,NA,NA,2008,1,37.7705073,-122.4000605
42494,300 Berry Street #304,94158,2008-10-16,509000,NA,NA,NA,2008,1,37.7705073,-122.4000605
53274,300 Berry Street #305,94158,2008-08-25,580000,NA,NA,NA,2008,1,37.7740007,-122.3955549
42495,300 Berry Street #306,94158,2008-10-16,859000,NA,NA,NA,2008,1,37.7705073,-122.4000605
33537,300 Berry Street #401,94158,2008-12-05,725000,NA,NA,NA,2008,1,37.7705073,-122.4000605
42816,300 Berry Street #408,94158,2008-10-15,847500,NA,NA,NA,2008,1,37.7705073,-122.4000605
20474,300 Berry Street #424,94158,2009-03-09,410000,NA,NA,NA,2008,1,37.7705073,-122.4000605
31510,300 Berry Street #441,94158,2008-12-18,857500,NA,NA,NA,2008,1,37.7705073,-122.4000605
35788,300 Berry Street #444,94158,2008-11-21,770000,NA,NA,NA,2008,1,37.775071,-122.394452
26150,300 Berry Street #448,94158,2009-01-28,737500,NA,NA,NA,2008,1,37.7705073,-122.4000605
47807,300 Berry Street #505,94158,2008-09-22,550000,NA,NA,NA,2008,1,37.7705073,-122.4000605
54934,300 Berry Street #512,94158,2008-08-15,832500,NA,NA,NA,2008,1,37.7705073,-122.4000605
55273,300 Berry Street #513,94158,2008-08-14,648500,NA,NA,NA,2008,1,37.7705073,-122.4000605
57000,300 Berry Street #517,94158,2008-08-01,604000,NA,NA,NA,2008,1,37.775071,-122.394452
31066,300 Berry Street #518,94158,2008-12-19,505000,NA,NA,NA,2008,1,37.7705073,-122.4000605
46438,300 Berry Street #518,94158,2008-09-26,507500,NA,NA,NA,2008,1,37.7705073,-122.4000605
55947,300 Berry Street #523,94158,2008-08-08,781500,NA,NA,NA,2008,1,37.7705073,-122.4000605
39816,300 Berry Street #552,94158,2008-10-31,877500,NA,NA,NA,2008,1,37.775071,-122.394452
4602,300 Berry Street #553,94158,2009-06-16,745000,NA,NA,NA,2008,1,37.775071,-122.394452
12440,300 Berry Street #557,94158,2009-05-04,707000,NA,NA,NA,2008,1,37.7705073,-122.4000605
37041,300 Berry Street #558,94158,2008-11-14,877500,NA,NA,NA,2008,1,37.775071,-122.394452
37042,300 Berry Street #559,94158,2008-11-14,895000,NA,NA,NA,2008,1,37.775071,-122.394452
45881,300 Berry Street #601,94158,2008-09-30,850000,NA,NA,NA,2008,1,37.7705073,-122.4000605
39815,300 Berry Street #608,94158,2008-10-31,790000,NA,NA,NA,2008,1,37.775071,-122.394452
44205,300 Berry Street #609,94158,2008-10-08,615000,NA,NA,NA,2008,1,37.7705073,-122.4000605
24876,300 Berry Street #611,94158,2009-02-05,622500,NA,NA,NA,2008,1,37.7705073,-122.4000605
23379,300 Berry Street #613,94158,2009-02-18,505000,NA,NA,NA,2008,1,37.7705073,-122.4000605
55272,300 Berry Street #616,94158,2008-08-14,575500,NA,NA,NA,2008,1,37.7705073,-122.4000605
45877,300 Berry Street #620,94158,2008-09-30,520000,NA,NA,NA,2008,1,37.7705073,-122.4000605
53275,300 Berry Street #622,94158,2008-08-25,638500,NA,NA,NA,2008,1,37.7705073,-122.4000605
12439,300 Berry Street #623,94158,2009-05-04,600000,NA,NA,NA,2008,1,37.7705073,-122.4000605
54269,300 Berry Street #704,94158,2008-08-20,580000,NA,NA,NA,2008,1,37.7705073,-122.4000605
53862,300 Berry Street #707,94158,2008-08-21,600000,NA,NA,NA,2008,1,37.7705073,-122.4000605
44852,300 Berry Street #709,94158,2008-10-03,594500,NA,NA,NA,2008,1,37.7705073,-122.4000605
2826,300 Berry Street #717,94158,2009-06-24,525000,NA,NA,NA,2008,1,37.775071,-122.394452
10639,300 Berry Street #718,94158,2009-05-14,450000,NA,NA,NA,2008,1,37.7705073,-122.4000605
52700,300 Berry Street #722,94158,2008-08-27,665500,NA,NA,NA,2008,1,37.7705073,-122.4000605
51523,300 Berry Street #802,94158,2008-08-29,575000,NA,NA,NA,2008,1,37.7705073,-122.4000605
52650,300 Berry Street #803,94158,2008-08-27,599000,NA,NA,NA,2008,1,37.7705073,-122.4000605
30258,300 Berry Street #808,94158,2008-12-24,800000,NA,NA,NA,2008,1,37.7705073,-122.4000605
52649,300 Berry Street #812,94158,2008-08-28,843500,NA,NA,NA,2008,1,37.7705073,-122.4000605
43400,300 Berry Street #813,94158,2008-10-10,656000,NA,NA,NA,2008,1,37.7705073,-122.4000605
51524,300 Berry Street #814,94158,2008-08-29,584000,NA,NA,NA,2008,1,37.7705073,-122.4000605
45880,300 Berry Street #815,94158,2008-09-30,627000,NA,NA,NA,2008,1,37.7705073,-122.4000605
50784,300 Berry Street #816,94100,2008-09-05,595000,NA,NA,NA,2008,1,37.7705073,-122.4000605
45878,300 Berry Street #820,94158,2008-09-30,535000,NA,NA,NA,2008,1,37.7705073,-122.4000605
52699,300 Berry Street #821,94158,2008-08-27,650000,NA,NA,NA,2008,1,37.7705073,-122.4000605
46143,300 Berry Street #822,94158,2008-09-29,663500,NA,NA,NA,2008,1,37.7705073,-122.4000605
49903,300 Berry Street #902,94158,2008-09-10,605000,NA,NA,NA,2008,1,37.7705073,-122.4000605
49902,300 Berry Street #903,94158,2008-09-10,600000,NA,NA,NA,2008,1,37.7705073,-122.4000605
26523,300 Berry Street #904,94158,2009-01-23,550000,NA,NA,NA,2008,1,37.7705073,-122.4000605
38831,300 Berry Street #905,94158,2008-11-04,610000,NA,NA,NA,2008,1,37.775071,-122.394452
50790,300 Berry Street #906,94158,2008-09-05,599000,NA,NA,NA,2008,1,37.7705073,-122.4000605
52698,300 Berry Street #907,94158,2008-08-27,615000,NA,NA,NA,2008,1,37.7705073,-122.4000605
23212,300 Berry Street #908,94158,2009-02-19,784500,NA,NA,NA,2008,1,37.7705073,-122.4000605
49904,300 Berry Street #910,94158,2008-09-10,741000,NA,NA,NA,2008,1,37.7705073,-122.4000605
51525,300 Berry Street #912,94158,2008-08-29,839000,NA,NA,NA,2008,1,37.7705073,-122.4000605
43135,300 Berry Street #913,94158,2008-10-14,665000,NA,NA,NA,2008,1,37.7705073,-122.4000605
50606,300 Dwight Street,94134,2008-09-05,715000,4,1946,1965,1987,0,37.7234,-122.405291
72994,300 Ewing Terrace,94118,2008-04-23,1200000,NA,NA,NA,1940,0,37.779353,-122.448772
57806,300 Valley Street #7,94131,2008-07-29,1300000,2,1632,1629,1999,1,37.74449,-122.42921
22531,3004 Ortega Street,94122,2009-02-24,604000,0,850,1119,1943,0,37.751673,-122.495821
64254,3008 Clay Street #A,94115,2008-06-17,1615000,2,2252,NA,1908,1,37.789838,-122.442961
69815,3008 Sacramento Street #A,94115,2008-05-13,1349000,NA,NA,NA,NA,1,37.788949,-122.442789
4663,301 Alabama Street,94110,2009-06-15,600000,NA,NA,NA,NA,0,37.765359,-122.412245
55197,301 Byxbee Street,94132,2008-08-14,650000,3,1382,2495,1940,0,37.719871,-122.470003
80162,301 Chicago Way,94112,2008-02-29,635000,NA,NA,NA,1924,0,37.709503,-122.432458
24145,301 Crescent Court,94134,2009-02-11,520000,2,1034,NA,2007,0,NA,NA
10638,301 Crescent Court,94134,2009-05-14,339000,1,803,NA,2007,0,NA,NA
900,301 Crescent Court,94134,2009-07-02,530000,2,892,NA,2007,0,37.735034,-122.418625
60906,301 Crescent Court #3210,94134,2008-07-02,543000,4,1350,5227,NA,1,37.735005,-122.418684
54933,301 Crescent Court #3304,94134,2008-08-15,753000,NA,NA,NA,NA,1,37.735005,-122.418684
80870,301 Crescent Court #3307,94134,2008-02-26,572000,NA,NA,NA,NA,1,37.735005,-122.418684
75799,301 Crescent Court #3312,94134,2008-04-02,439000,NA,NA,NA,NA,1,37.735005,-122.418684
81072,301 Crescent Court #3404,94134,2008-02-25,660000,NA,NA,NA,NA,1,37.735005,-122.418684
81073,301 Crescent Court #3405,94134,2008-02-25,540000,NA,NA,NA,NA,1,37.735005,-122.418684
73173,301 Crescent Court #3408,94134,2008-04-22,589000,NA,NA,NA,NA,1,37.735005,-122.418684
77421,301 Crescent Court #3415,94134,2008-03-24,400000,NA,NA,NA,NA,1,37.735005,-122.418684
80864,301 Main Street #200,94105,2008-02-26,1280000,NA,NA,NA,NA,1,37.7893805,-122.391838
80865,301 Main Street #23C,94105,2008-02-26,1006000,NA,NA,NA,NA,1,37.7893805,-122.391838
81138,301 Main Street #8A,94105,2008-02-22,990000,NA,NA,NA,NA,1,37.7893805,-122.391838
13994,301 Mission Street,94105,2009-04-22,2284000,NA,NA,NA,2009,0,37.791015,-122.39586
7884,301 Mission Street #1,94105,2009-05-29,2027500,NA,NA,NA,2009,1,37.791089,-122.395848
11367,301 Mission Street #11G,94105,2009-05-08,1086500,NA,NA,NA,2009,1,37.791015,-122.39586
2677,301 Mission Street #22A,94105,2009-06-24,1432500,NA,NA,NA,2009,1,37.791089,-122.395848
10864,301 Mission Street #23A,94105,2009-05-13,1422000,NA,NA,NA,2009,1,37.791015,-122.39586
10863,301 Mission Street #23C,94105,2009-05-13,875500,NA,NA,NA,2009,1,37.791015,-122.39586
11368,301 Mission Street #24G,94105,2009-05-08,1356000,NA,NA,NA,2009,1,37.791015,-122.39586
6900,301 Mission Street #25A,94105,2009-06-02,1407000,NA,NA,NA,2009,1,37.791089,-122.395848
12506,301 Mission Street #302,94105,2009-05-01,1844500,NA,NA,NA,2009,1,37.791015,-122.39586
7883,301 Mission Street #303,94105,2009-05-29,1150000,NA,NA,NA,2009,1,37.791089,-122.395848
15712,301 Mission Street #305,94105,2009-04-09,1925500,NA,NA,NA,2009,1,37.791089,-122.395848
7178,301 Mission Street #31C,94105,2009-06-01,2400000,NA,NA,NA,2009,1,37.791089,-122.395848
16048,301 Mission Street #35D,94105,2009-04-07,2717500,NA,NA,NA,2009,1,37.791089,-122.395848
11255,301 Mission Street #39C,94105,2009-05-11,2639500,NA,NA,NA,2009,1,37.791015,-122.39586
10862,301 Mission Street #4C,94105,2009-05-13,727000,NA,NA,NA,2009,1,37.791015,-122.39586
11900,301 Mission Street #53B,94105,2009-05-06,4900500,NA,NA,NA,2009,1,37.791015,-122.39586
13037,301 Mission Street #902,94105,2009-04-30,1904000,NA,NA,NA,2009,1,37.791015,-122.39586
31211,3012 Baker Street,94123,2008-12-19,1615000,0,3320,2188,1931,0,37.798922,-122.445762
4504,3018 Sacramento Street,94115,2009-06-16,1120000,3,1408,NA,1890,0,37.788867,-122.442731
81420,3027 Buchanan Street,94123,2008-02-20,1250000,NA,NA,NA,1900,0,37.7979516,-122.4323308
9957,3028 Octavia Street,94123,2009-05-18,900000,0,2598,2495,1947,0,37.800274,-122.429093
40,3030 19th Avenue,94132,2009-07-14,662000,2,1327,3388,NA,0,37.732051,-122.474774
52642,3030 Pierce Street,94123,2008-08-28,945000,2,908,NA,1900,0,37.798076,-122.43876
46124,3033 California Street,94115,2008-09-30,989000,3,1700,NA,1895,0,37.787266,-122.4443
42267,3035 25th Avenue,94132,2008-10-17,1199500,4,2260,3698,1932,0,37.73189,-122.481221
68777,3035 Scott Street,94123,2008-05-20,2820000,4,2198,3023,1925,0,37.797849,-122.441065
50895,3036 Fulton Street,94118,2008-09-04,750000,0,3260,2879,1900,0,37.773843,-122.464444
41523,3038 Steiner Street,94123,2008-10-22,1590000,2,1777,NA,1915,0,37.797481,-122.436984
32252,3039 19th Avenue,94132,2008-12-15,870000,0,2431,6246,1939,0,37.731843,-122.475298
12100,304 Lily Street,94102,2009-05-05,642000,4,1460,1000,1900,0,37.7742,-122.426081
32254,3041 Market Street,94114,2008-12-15,1145000,0,1988,1668,1900,0,37.760879,-122.441962
25579,3041 Webster Street #B,94123,2009-01-30,1425000,0,1045,1912,1924,1,37.798806,-122.434422
78895,3045 Jackson Street #203,94115,2008-03-11,825000,2,1089,NA,1929,1,37.790847,-122.445155
27267,306 Argonaut Avenue,94134,2009-01-16,310000,4,1726,1425,1963,0,37.709942,-122.415232
79545,306 Corbett Avenue,94114,2008-03-05,1300000,NA,NA,NA,NA,0,37.7602546,-122.444614
62208,3065 Clay Street #10,94115,2008-06-27,860000,2,1162,NA,1910,1,37.78927,-122.443394
44661,3065 Clay Street #8,94115,2008-10-03,850000,2,1187,1307,NA,1,37.78927,-122.443394
61854,307 Baden Street,94131,2008-06-27,840000,NA,NA,NA,1911,0,37.732704,-122.440023
28808,3071 Harrison Street,94110,2009-01-05,630000,0,1645,2495,1907,0,37.748655,-122.411202
26245,308 Eureka Street,94114,2009-01-27,750000,0,995,NA,1898,0,37.7571438,-122.4379345
78894,308 Sanchez Street,94114,2008-03-11,840000,2,1095,NA,1885,0,37.764136,-122.431133
10548,308 Shotwell Street #3,94110,2009-05-15,710000,2,1090,NA,1998,1,37.763124,-122.416296
47975,308 Tocoloma Avenue,94134,2008-09-19,425000,0,1052,2996,1931,0,37.711268,-122.398545
76881,309 2nd Avenue,94118,2008-03-27,1060000,5,2650,2996,1904,0,37.782711,-122.460433
74564,31 Capistrano Avenue,94112,2008-04-11,699000,NA,NA,NA,1923,0,37.729638,-122.437681
79120,31 Fairfield Way,94127,2008-03-07,949000,3,1954,2909,1930,0,37.726689,-122.463592
66405,31 Miraloma Drive,94127,2008-06-03,1275000,4,2284,3807,1926,0,37.739643,-122.459775
30932,310 Bowdoin Street,94134,2008-12-19,635000,2,1125,2325,1928,0,37.730639,-122.413033
22578,310 Townsend Street,94107,2009-02-24,600000,2,1244,NA,NA,0,37.776854,-122.395502
57770,310 Townsend Street,94107,2008-07-29,750000,3,1144,2178,NA,0,37.777016,-122.395346
74556,310 Townsend Street #101,94107,2008-04-11,857500,NA,NA,NA,NA,1,37.776854,-122.395502
75107,310 Townsend Street #104,94107,2008-04-08,700000,NA,NA,NA,NA,1,37.776854,-122.395502
64387,310 Townsend Street #205,94107,2008-06-16,750000,NA,NA,NA,NA,1,37.776854,-122.395502
63772,310 Townsend Street #209,94107,2008-06-19,700000,NA,NA,NA,NA,1,37.776854,-122.395502
80830,310 Townsend Street #305,94107,2008-02-27,850000,NA,NA,NA,NA,1,37.776854,-122.395502
80866,310 Townsend Street #312,94107,2008-02-26,764000,NA,NA,NA,NA,1,37.776854,-122.395502
20732,3100 San Jose Avenue,94112,2009-03-06,550000,0,1630,2387,1960,0,37.709524,-122.458016
68022,311 30th Street,94131,2008-05-23,1300000,2,1524,3123,1900,0,37.741783,-122.427381
19383,311 Polaris Way,94112,2009-03-17,600000,3,1487,4560,1961,0,37.70835,-122.439165
20464,311 San Benito Way,94127,2009-03-10,1050000,0,3158,4500,1928,0,37.731489,-122.466692
37037,312 Bowdoin Street,94134,2008-11-14,600000,2,1125,2321,1928,0,37.730656,-122.412934
50891,3121 20th Street #1,94110,2008-09-04,668500,0,1457,NA,1997,1,37.758829,-122.411959
51510,3123 San Jose Avenue,94112,2008-08-29,506000,2,1175,1938,1938,0,37.709128,-122.457684
61773,3124 Gough Street,94123,2008-06-30,1300000,NA,NA,NA,1923,0,37.8023,-122.427793
15232,313 Duncan Street,94131,2009-04-14,2400000,0,915,3001,1900,0,37.745929,-122.427333
44262,313 Parnassus Avenue,94117,2008-10-07,1050000,0,2302,1572,NA,0,37.764028,-122.454807
48046,314 Los Palmos Drive,94127,2008-09-19,720000,0,927,4438,1959,0,37.73612,-122.450382
55942,314 Park Street,94110,2008-08-08,740000,1,1000,2495,1921,0,37.736211,-122.418947
75117,3145 Turk Boulevard,94118,2008-04-08,1150000,NA,NA,NA,NA,0,37.776975,-122.457543
80157,3147 Folsom Street,94110,2008-02-29,1200000,NA,NA,NA,1905,0,37.747569,-122.413293
65763,315 Chestnut Street,94133,2008-06-06,1250000,2,1530,NA,1924,0,37.804114,-122.408627
12229,3153 San Jose Avenue,94112,2009-05-05,575000,0,912,2757,1900,0,37.708757,-122.458037
54932,3155 San Bruno Avenue,94134,2008-08-15,595000,0,1180,NA,1978,0,37.722182,-122.401153
51093,3167 Sacramento Street,94115,2008-09-03,930000,3,1175,NA,1900,0,37.7884143,-122.4450306
58445,317 29th Street #206,94131,2008-07-25,701000,3,1466,4792,NA,1,37.743535,-122.427168
53024,317 Dorantes Avenue,94116,2008-08-26,1860000,4,2860,3700,1921,0,37.744719,-122.466724
4958,3172 Sacramento Street,94115,2009-06-12,1025000,2,1301,NA,1979,0,37.788559,-122.445091
74563,3184 Mission Street,94110,2008-04-11,700000,NA,NA,NA,NA,0,37.746286,-122.419786
60156,3184 Mission Street,94110,2008-07-09,547500,6,2950,5227,NA,0,37.746286,-122.419786
47509,319 Gates Street,94110,2008-09-23,632000,2,944,1750,1909,0,37.738646,-122.413769
20970,319 Rome Street,94112,2009-03-05,636000,0,1040,2188,1939,0,37.715907,-122.44805
30762,319 Vicente Street,94127,2008-12-22,800000,2,1425,2500,1929,0,37.739302,-122.470383
79106,32 Carson Street,94114,2008-03-07,1325000,3,1670,1950,1907,0,37.758568,-122.439916
69783,32 Yukon Street,94114,2008-05-14,760000,2,1119,NA,1949,0,37.7591591,-122.442247
53017,320 Alabama Street #14,94110,2008-08-26,730000,1,1228,NA,2003,1,37.7652279,-122.4124078
13406,320 Eureka Street #1,94114,2009-04-28,835000,3,1462,NA,1991,1,37.757009,-122.438241
73171,320 Wawona Street,94127,2008-04-22,1850000,4,1608,5316,1919,0,37.738402,-122.470157
75453,321 Crestmont Drive,94131,2008-04-04,1072500,NA,NA,NA,1964,0,37.757486,-122.460487
40299,321 Langton Street #8,94103,2008-10-29,700000,0,1652,NA,1999,1,37.773369,-122.40443
79411,3215 21st Street #C,94110,2008-03-06,925000,NA,NA,NA,NA,1,37.757001,-122.4192379
16968,322 5th Avenue,94118,2009-03-31,1350000,7,3451,3000,1991,0,37.782472,-122.463152
65008,322 Presidio Avenue #3,94115,2008-06-12,740000,2,1296,NA,1906,1,37.788795,-122.446797
65008,322 Presidio Avenue #3,94115,2008-06-12,740000,2,1296,NA,1906,1,37.788795,-122.446797
14771,322 Princeton Street,94134,2009-04-16,530000,3,1450,2495,1968,0,37.725455,-122.415276
10061,3222 Cabrillo Street,94121,2009-05-18,1160000,3,2030,2500,1932,0,37.774271,-122.493364
57774,323 Naples Street,94112,2008-07-29,637000,4,1463,6970,1940,0,37.723457,-122.429044
60159,3232 Noriega Street,94122,2008-07-09,655000,4,1283,4792,1943,0,37.7535,-122.49854
68012,3236 17th Street,94110,2008-05-23,870000,NA,NA,NA,1906,0,37.763738,-122.418142
66110,3236 17th Street,94110,2008-06-04,820000,NA,NA,NA,1906,0,37.763738,-122.418142
874,324 27th Street,94131,2009-07-02,1030000,3,1637,NA,1990,0,37.746995,-122.427645
28809,324 London Street,94112,2009-01-05,440000,0,2330,2500,1907,0,37.723984,-122.434625
59560,3240 Cabrillo Street,94121,2008-07-14,785000,3,1700,1307,1929,0,37.774259,-122.493623
80840,3241 Gough Street #2,94123,2008-02-27,1070000,NA,NA,NA,1924,1,37.803323,-122.428636
77176,3241 Mission Street #8,94110,2008-03-26,385000,1,639,6513,1980,1,37.744803,-122.41997
51752,325 Berry Street,94158,2008-08-29,1328000,2,1514,NA,NA,0,37.773806,-122.395793
46247,325 Berry Street,94158,2008-09-29,1210000,NA,NA,NA,NA,0,37.773806,-122.395793
58447,325 Berry Street #10,94158,2008-07-25,1370000,3,1664,6174,NA,1,37.774544,-122.394653
57840,325 Berry Street #102,94158,2008-07-29,1050000,3,1796,8276,NA,1,37.774544,-122.394653
60907,325 Berry Street #104,94158,2008-07-02,789500,3,1450,5663,NA,1,37.773806,-122.395793
57362,325 Berry Street #112,94158,2008-07-31,1180000,NA,NA,NA,NA,1,37.774544,-122.394653
54935,325 Berry Street #114,94158,2008-08-15,987500,NA,NA,NA,NA,1,37.773806,-122.395793
76885,325 Berry Street #405,94158,2008-03-27,970000,NA,NA,NA,NA,1,37.773806,-122.395793
71886,325 Berry Street #425,94158,2008-04-30,950000,NA,NA,NA,NA,1,37.773806,-122.395793
73473,325 Berry Street #522,94158,2008-04-18,700000,NA,NA,NA,NA,1,37.773806,-122.395793
57365,325 Berry Street #627,94158,2008-07-31,1235000,NA,NA,NA,NA,1,37.774544,-122.394653
55275,325 Berry Street #706,94158,2008-08-14,1075000,NA,NA,NA,NA,1,37.773806,-122.395793
67463,325 Berry Street #718,94158,2008-05-28,905000,NA,NA,NA,NA,1,37.773806,-122.395793
77794,325 Berry Street #719,94158,2008-03-20,820000,NA,NA,NA,NA,1,37.773806,-122.395793
54936,325 Berry Street #724,94158,2008-08-15,1315000,NA,NA,NA,NA,1,37.773806,-122.395793
28508,325 China Basin Street #111,94158,2009-01-08,1163500,0,NA,NA,NA,1,37.774558,-122.387477
56556,325 China Basin Street #204,94158,2008-08-06,997500,NA,NA,NA,NA,1,37.774548,-122.387324
26250,325 China Basin Street #206,94158,2009-01-27,705000,NA,NA,NA,NA,1,37.774558,-122.387477
54937,325 China Basin Street #207,94158,2008-08-15,1335000,NA,NA,NA,NA,1,37.774558,-122.387477
57839,325 China Basin Street #415,94158,2008-07-29,965500,4,2015,11761,NA,1,37.774548,-122.387324
26524,325 China Basin Street #514,94158,2009-01-23,780000,NA,NA,NA,NA,1,37.774558,-122.387477
69789,325 Los Palmos Drive,94127,2008-05-14,833500,NA,NA,NA,1959,0,37.73544,-122.45045
73510,325 Peru Avenue,94112,2008-04-18,465000,NA,NA,NA,1926,0,37.727377,-122.426764
29557,3250 16th Street #1,94103,2008-12-30,405000,0,541,NA,1983,1,37.765,-122.425208
16971,3250 Broderick Street,94123,2009-03-31,1100000,2,1252,NA,1928,0,37.80026,-122.444443
39823,326 Kirkham Street,94122,2008-10-30,645000,0,950,2495,1912,0,37.760509,-122.464264
20731,326 Ney Street,94112,2009-03-06,530000,3,1018,3563,1942,0,37.730054,-122.423508
66699,326 Noriega Street,94122,2008-05-30,949000,NA,NA,NA,1967,0,37.7546576,-122.4672864
73942,3265 20th Street,94110,2008-04-16,741500,NA,NA,NA,NA,0,37.7589259,-122.413962
27259,327 Allison Street,94112,2009-01-16,540000,4,1374,3000,1949,0,37.710916,-122.440679
39819,3284 San Bruno Avenue,94134,2008-10-31,514500,3,1860,NA,2003,0,37.720594,-122.40098
828,3295 Clay Street #2,94115,2009-07-06,620000,1,923,NA,1904,1,37.788971,-122.44694
898,33 Bernard Street,94133,2009-07-02,100000,0,2616,1376,1903,0,37.796324,-122.414014
32614,33 Flood Avenue,94131,2008-12-12,555000,2,955,1888,1925,0,37.729714,-122.441603
39703,33 Iris Avenue,94118,2008-10-31,1020000,0,1544,NA,1949,0,37.785204,-122.452191
81380,33 Nebraska Street,94110,2008-02-21,1075000,NA,NA,NA,1970,0,37.74068,-122.410166
57357,33 Olympia Way,94131,2008-07-31,875000,NA,NA,NA,1956,0,37.751068,-122.452435
232,33 Prosper Street,94114,2009-07-10,590000,0,1200,1999,NA,0,37.763736,-122.431462
59963,33 Vandewater Street #101,94133,2008-07-10,525000,3,1601,7405,1981,1,37.805241,-122.412597
48369,330 Mission Bay Boulevard #305,94107,2008-09-18,629000,NA,NA,NA,NA,1,37.7707675,-122.3883949
57768,330 Mission Bay Boulevard #505,94100,2008-07-29,997000,3,1515,6098,NA,1,37.77916,-122.420049
49942,330 Mission Bay Boulevard #506,94158,2008-09-10,950000,NA,NA,NA,NA,1,37.7707675,-122.3883949
53863,330 Mission Bay Boulevard #509,94158,2008-08-21,819000,NA,NA,NA,NA,1,37.7707675,-122.3883949
58448,330 Mission Bay Boulevard #704,94158,2008-07-25,2156500,3,2570,9830,NA,1,37.771155,-122.388009
59869,330 Mission Bay Boulevard #801,94158,2008-07-11,918000,NA,NA,NA,NA,1,37.7707675,-122.3883949
51087,330 Mission Bay Boulevard #902,94107,2008-09-03,1344000,NA,NA,NA,NA,1,37.7707675,-122.3883949
